"longitude","latitude","day","website","event","name","photo","address"
"11.120615601539612","46.06970252798676","7 maggio 2016","http://www.bibcom.trento.it/","Hackathon","Biblioteca Comunale di Trento","http://2011.festivaleconomia.eu/sites/default/files/images/place/n218-f84.jpg?1273680849","Via Roma 55"
"11.126495003700256","46.07300361327054","8 maggio 2016","https://bookique.net/","Formazione","Bookique","http://www.radiodays.tn.it/wp/wp-content/uploads/2013/02/bookique-ext.jpg","Via Torre D'Augusto 29"
"11.122562885284424","46.07075949222619","6 maggio 2016","http://www.comunitrentini.it/","Confronto","Consorzio dei Comuni del Trentino","https://doc-04-5c-docs.googleusercontent.com/docs/securesc/erbfstfh579s2775eju0st94c43r0vde/hjr66eh69994ioplk4sdnvltdasmlfdo/1457985600000/09272982854247221472/09272982854247221472/0B9ujFXWwRMUYX2NTdFVxMmRpbGM?e=download&nonce=fa168eskfnrvo&user=09272982854247221472&hash=pq3l4tgrt894av7p5061o9dm07t75q3v","Via Torre Verde 23"
"11.12114667892456","46.07231512812577","6 maggio 2016","http://www.provincia.tn.it/","Stato dell'arte","Provincia Autonoma di Trento","https://upload.wikimedia.org/wikipedia/commons/6/6c/Trento-Palazzo_della_Provincia_Autonoma_di_Trento-front.jpg","Piazza Dante"
